Game ID,Wk,Day,Date,Time,Home,xG Home,G Home,Away,xG Away,G Away,Score,Home Avg Players Score,Away Avg Players Score,Prev_Rk_Home,Prev_MP_Home,Prev_W_Home,Prev_D_Home,Prev_L_Home,Prev_GF_Home,Prev_GA_Home,Prev_Pts_Home,Prev_Pts/MP_Home,Prev_Rk_Away,Prev_MP_Away,Prev_W_Away,Prev_D_Away,Prev_L_Away,Prev_GF_Away,Prev_GA_Away,Prev_Pts_Away,Prev_Pts/MP_Away
125,12,Sat,09/11/2019,15:00,Newcastle Utd,2.4,2,Bournemouth,1.8,1,1,75.93,80.14,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
126,12,Sat,09/11/2019,15:00,Tottenham,1.8,1,Sheffield Utd,0.9,1,0,74.43,76.33,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,,,,,,,,,
127,12,Sat,09/11/2019,17:30,Leicester City,1.2,2,Arsenal,1.0,0,1,83.64,80.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
128,12,Sun,10/11/2019,14:00,Manchester Utd,3.6,3,Brighton,0.8,1,1,73.36,79.5,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
129,12,Sun,10/11/2019,14:00,Wolves,2.4,2,Aston Villa,0.6,1,1,74.67,76.36,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,,,,,,,,,
130,12,Sun,10/11/2019,16:30,Liverpool,1.1,3,Manchester City,1.3,1,1,76.46,83.5,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
132,13,Sat,23/11/2019,12:30,West Ham,0.7,2,Tottenham,2.1,3,-1,84.57,75.43,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
133,13,Sat,23/11/2019,15:00,Crystal Palace,1.0,1,Liverpool,1.4,2,-1,76.29,76.36,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
134,13,Sat,23/11/2019,15:00,Arsenal,1.8,2,Southampton,2.4,2,0,79.64,76.29,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
135,13,Sat,23/11/2019,15:00,Bournemouth,0.6,1,Wolves,1.1,2,-1,75.07,74.71,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
136,13,Sat,23/11/2019,15:00,Everton,0.9,0,Norwich City,1.7,2,-1,73.5,79.21,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,,,,,,,,,
137,13,Sat,23/11/2019,15:00,Brighton,0.6,0,Leicester City,3.6,2,-1,77.45,74.43,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
138,13,Sat,23/11/2019,15:00,Watford,1.0,0,Burnley,1.9,3,-1,80.54,78.46,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
139,13,Sat,23/11/2019,17:30,Manchester City,1.0,2,Chelsea,0.9,1,1,80.14,74.31,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
140,13,Sun,24/11/2019,16:30,Sheffield Utd,1.3,3,Manchester Utd,1.3,3,0,76.77,76.0,,,,,,,,,,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
141,13,Mon,25/11/2019,20:00,Aston Villa,2.3,2,Newcastle Utd,0.6,0,1,76.21,81.64,,,,,,,,,,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18
143,14,Sat,30/11/2019,12:30,Newcastle Utd,0.3,2,Manchester City,2.4,2,0,75.71,73.21,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
144,14,Sat,30/11/2019,15:00,Tottenham,2.3,3,Bournemouth,1.1,2,1,79.93,74.31,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
145,14,Sat,30/11/2019,15:00,Liverpool,1.3,2,Brighton,0.8,1,1,80.08,80.64,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
146,14,Sat,30/11/2019,15:00,Burnley,1.9,0,Crystal Palace,0.7,2,-1,79.29,74.14,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
147,14,Sat,30/11/2019,15:00,Chelsea,2.3,0,West Ham,0.9,1,-1,83.43,79.07,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37
148,14,Sat,30/11/2019,17:30,Southampton,2.1,2,Watford,0.6,1,1,74.43,76.21,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
149,14,Sun,01/12/2019,14:00,Norwich City,0.8,2,Arsenal,1.9,2,0,80.14,75.71,,,,,,,,,,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
150,14,Sun,01/12/2019,14:00,Wolves,1.3,1,Sheffield Utd,1.5,1,0,78.5,80.69,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,,,,,,,,,
151,14,Sun,01/12/2019,16:30,Leicester City,2.2,2,Everton,1.1,1,1,77.43,76.15,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
152,14,Sun,01/12/2019,16:30,Manchester Utd,1.7,2,Aston Villa,1.2,2,0,75.0,76.29,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,,,,,,,,,
154,15,Tue,03/12/2019,19:30,Crystal Palace,0.3,1,Bournemouth,0.4,0,1,83.0,80.29,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
155,15,Tue,03/12/2019,20:15,Burnley,0.6,1,Manchester City,2.2,4,-1,72.71,74.36,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
156,15,Wed,04/12/2019,19:30,Wolves,1.5,2,West Ham,0.6,0,1,74.43,79.71,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37
157,15,Wed,04/12/2019,19:30,Southampton,1.7,2,Norwich City,0.9,1,1,76.64,75.85,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,,,,,,,,,
158,15,Wed,04/12/2019,19:30,Chelsea,1.8,2,Aston Villa,1.0,1,1,76.0,77.5,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,,,,,,,,,
159,15,Wed,04/12/2019,19:30,Manchester Utd,1.4,2,Tottenham,0.9,1,1,75.21,79.21,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
160,15,Wed,04/12/2019,19:30,Leicester City,2.4,2,Watford,0.2,0,1,85.14,74.62,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
161,15,Wed,04/12/2019,20:15,Liverpool,2.0,5,Everton,1.5,2,1,80.31,73.0,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
162,15,Thu,05/12/2019,19:30,Sheffield Utd,1.1,0,Newcastle Utd,0.5,2,-1,76.08,76.15,,,,,,,,,,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18
163,15,Thu,05/12/2019,20:15,Arsenal,0.9,1,Brighton,1.7,2,-1,74.29,74.0,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
165,16,Sat,07/12/2019,12:30,Everton,1.8,3,Chelsea,1.1,1,1,75.79,75.71,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
166,16,Sat,07/12/2019,15:00,Tottenham,2.6,5,Burnley,0.9,0,1,81.0,78.07,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
167,16,Sat,07/12/2019,15:00,Watford,1.4,0,Crystal Palace,0.2,0,0,78.64,80.0,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
168,16,Sat,07/12/2019,15:00,Bournemouth,0.1,0,Liverpool,2.4,3,-1,77.86,82.86,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
169,16,Sat,07/12/2019,17:30,Manchester City,2.2,1,Manchester Utd,1.4,2,-1,76.08,77.0,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
170,16,Sun,08/12/2019,14:00,Norwich City,0.7,1,Sheffield Utd,0.8,2,-1,77.86,77.54,,,,,,,,,,,,,,,,,,
171,16,Sun,08/12/2019,14:00,Aston Villa,1.2,1,Leicester City,4.6,4,-1,72.64,77.92,,,,,,,,,,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
172,16,Sun,08/12/2019,14:00,Newcastle Utd,0.9,2,Southampton,1.7,1,1,75.86,74.0,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
173,16,Sun,08/12/2019,16:30,Brighton,1.2,2,Wolves,1.5,2,0,76.79,76.58,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
174,16,Mon,09/12/2019,20:00,West Ham,0.6,1,Arsenal,1.4,3,-1,74.29,75.21,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
176,17,Sat,14/12/2019,12:30,Liverpool,1.4,2,Watford,1.0,0,1,83.64,80.29,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
177,17,Sat,14/12/2019,15:00,Leicester City,1.1,1,Norwich City,1.1,1,0,75.0,81.43,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,,,,,,,,,
178,17,Sat,14/12/2019,15:00,Burnley,1.4,1,Newcastle Utd,1.0,0,1,80.21,80.36,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18
179,17,Sat,14/12/2019,15:00,Sheffield Utd,1.7,2,Aston Villa,1.1,0,1,80.86,75.79,,,,,,,,,,,,,,,,,,
180,17,Sat,14/12/2019,15:00,Chelsea,2.1,0,Bournemouth,1.0,1,-1,73.5,72.93,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
181,17,Sat,14/12/2019,17:30,Southampton,0.9,0,West Ham,0.9,1,-1,76.07,77.21,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37
182,17,Sun,15/12/2019,14:00,Manchester Utd,1.4,1,Everton,0.3,1,0,75.46,79.71,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
183,17,Sun,15/12/2019,14:00,Wolves,0.9,1,Tottenham,0.9,2,-1,74.67,74.86,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
184,17,Sun,15/12/2019,16:30,Arsenal,0.5,0,Manchester City,1.3,3,-1,78.5,75.71,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
185,17,Mon,16/12/2019,19:45,Crystal Palace,0.7,1,Brighton,2.3,1,0,80.07,75.36,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
187,18,Sat,21/12/2019,12:30,Everton,0.5,0,Arsenal,0.6,0,0,80.29,85.07,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
188,18,Sat,21/12/2019,15:00,Norwich City,1.3,1,Wolves,1.4,2,-1,77.21,82.71,,,,,,,,,,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
189,18,Sat,21/12/2019,15:00,Brighton,0.5,0,Sheffield Utd,1.3,1,-1,75.93,75.5,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,,,,,,,,,
190,18,Sat,21/12/2019,15:00,Newcastle Utd,0.5,1,Crystal Palace,1.3,0,1,75.0,73.14,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
191,18,Sat,21/12/2019,15:00,Aston Villa,1.1,1,Southampton,2.8,3,-1,76.71,77.0,,,,,,,,,,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
192,18,Sat,21/12/2019,15:00,Bournemouth,0.1,0,Burnley,0.2,1,-1,76.0,76.58,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
193,18,Sat,21/12/2019,17:30,Manchester City,3.3,3,Leicester City,1.1,1,1,77.07,76.79,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
194,18,Sun,22/12/2019,14:00,Watford,1.5,2,Manchester Utd,1.8,0,1,73.0,80.0,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
195,18,Sun,22/12/2019,16:30,Tottenham,0.3,0,Chelsea,1.3,2,-1,75.86,80.08,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
197,19,Thu,26/12/2019,12:30,Tottenham,0.8,2,Brighton,1.0,1,1,85.07,76.14,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
198,19,Thu,26/12/2019,15:00,Aston Villa,0.6,1,Norwich City,1.2,0,1,82.0,74.21,,,,,,,,,,,,,,,,,,
199,19,Thu,26/12/2019,15:00,Crystal Palace,2.7,2,West Ham,0.9,1,1,75.93,80.15,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37
200,19,Thu,26/12/2019,15:00,Bournemouth,2.0,1,Arsenal,1.4,1,0,75.92,73.29,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
201,19,Thu,26/12/2019,15:00,Sheffield Utd,2.4,1,Watford,0.6,1,0,76.57,78.71,,,,,,,,,,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
202,19,Thu,26/12/2019,15:00,Everton,1.4,1,Burnley,0.3,0,1,75.36,80.15,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
203,19,Thu,26/12/2019,15:00,Chelsea,0.7,0,Southampton,1.1,2,-1,74.64,77.21,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
204,19,Thu,26/12/2019,17:30,Manchester Utd,1.9,4,Newcastle Utd,0.8,1,1,72.36,74.93,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18
205,19,Thu,26/12/2019,20:00,Leicester City,0.1,0,Liverpool,3.2,4,-1,76.92,74.93,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
206,19,Fri,27/12/2019,19:45,Wolves,2.6,3,Manchester City,1.5,2,1,81.38,77.85,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
208,20,Sat,28/12/2019,12:30,Brighton,0.8,2,Bournemouth,0.5,0,1,83.79,74.36,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
209,20,Sat,28/12/2019,15:00,Watford,2.8,3,Aston Villa,0.6,0,1,74.36,76.5,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,,,,,,,,,
210,20,Sat,28/12/2019,15:00,Newcastle Utd,1.8,1,Everton,2.9,2,-1,76.42,80.07,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
211,20,Sat,28/12/2019,15:00,Southampton,1.4,1,Crystal Palace,0.3,1,0,78.82,75.92,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
212,20,Sat,28/12/2019,17:30,West Ham,1.0,1,Leicester City,2.5,2,-1,78.79,77.0,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
213,20,Sat,28/12/2019,17:30,Norwich City,0.2,2,Tottenham,1.9,2,0,79.43,75.79,,,,,,,,,,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
214,20,Sat,28/12/2019,19:45,Burnley,0.5,0,Manchester Utd,2.2,2,-1,78.17,75.43,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
215,20,Sun,29/12/2019,14:00,Arsenal,0.5,1,Chelsea,1.4,2,-1,79.43,72.86,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
216,20,Sun,29/12/2019,16:30,Liverpool,1.2,1,Wolves,0.5,0,1,77.92,84.93,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
217,20,Sun,29/12/2019,18:00,Manchester City,1.1,2,Sheffield Utd,1.1,0,1,74.79,74.64,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,,,,,,,,,
219,21,Wed,01/01/2020,12:30,Brighton,1.3,1,Chelsea,1.3,1,0,75.08,77.92,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
220,21,Wed,01/01/2020,12:30,Burnley,2.2,1,Aston Villa,1.3,2,-1,79.0,74.36,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,,,,,,,,,
221,21,Wed,01/01/2020,15:00,Newcastle Utd,0.7,0,Leicester City,2.6,3,-1,73.29,76.14,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
222,21,Wed,01/01/2020,15:00,Southampton,1.3,1,Tottenham,0.9,0,1,84.36,75.85,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
223,21,Wed,01/01/2020,15:00,Watford,1.1,2,Wolves,1.2,1,1,75.79,77.58,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
224,21,Wed,01/01/2020,17:30,Norwich City,1.4,1,Crystal Palace,1.3,1,0,76.43,72.43,,,,,,,,,,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
225,21,Wed,01/01/2020,17:30,West Ham,2.4,4,Bournemouth,0.6,0,1,75.85,76.5,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
226,21,Wed,01/01/2020,17:30,Manchester City,1.5,2,Everton,1.0,1,1,75.86,79.5,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
227,21,Wed,01/01/2020,20:00,Arsenal,1.5,2,Manchester Utd,0.7,0,1,75.92,79.31,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
228,21,Thu,02/01/2020,20:00,Liverpool,2.8,2,Sheffield Utd,0.6,0,1,84.14,79.64,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,,,,,,,,,
230,22,Fri,10/01/2020,20:00,Sheffield Utd,1.4,1,West Ham,0.7,0,1,77.57,75.64,,,,,,,,,,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37
231,22,Sat,11/01/2020,12:30,Crystal Palace,0.6,1,Arsenal,1.4,1,0,72.31,75.64,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
232,22,Sat,11/01/2020,15:00,Chelsea,2.7,3,Burnley,0.8,0,1,74.36,83.21,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
233,22,Sat,11/01/2020,15:00,Everton,1.7,1,Brighton,1.3,0,1,76.08,76.29,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
234,22,Sat,11/01/2020,15:00,Leicester City,0.7,1,Southampton,2.1,2,-1,80.14,78.93,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
235,22,Sat,11/01/2020,15:00,Wolves,1.6,1,Newcastle Utd,0.2,1,0,80.0,76.23,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18
236,22,Sat,11/01/2020,15:00,Manchester Utd,2.9,4,Norwich City,0.3,0,1,79.07,73.0,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,,,,,,,,,
237,22,Sat,11/01/2020,17:30,Tottenham,1.2,0,Liverpool,1.2,1,-1,79.57,76.45,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
238,22,Sun,12/01/2020,14:00,Bournemouth,0.4,0,Watford,2.0,3,-1,77.46,84.07,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
239,22,Sun,12/01/2020,16:30,Aston Villa,1.1,1,Manchester City,2.8,6,-1,75.67,82.64,,,,,,,,,,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
241,23,Sat,18/01/2020,12:30,Watford,2.5,0,Tottenham,1.9,0,0,77.07,77.31,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
242,23,Sat,18/01/2020,15:00,Arsenal,1.4,1,Sheffield Utd,0.8,1,0,75.43,77.93,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,,,,,,,,,
243,23,Sat,18/01/2020,15:00,Norwich City,1.8,1,Bournemouth,0.7,0,1,76.64,74.79,,,,,,,,,,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
244,23,Sat,18/01/2020,15:00,Manchester City,2.6,2,Crystal Palace,0.4,2,0,83.5,75.21,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
245,23,Sat,18/01/2020,15:00,Southampton,0.7,2,Wolves,2.4,3,-1,76.64,73.14,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
246,23,Sat,18/01/2020,15:00,Brighton,1.1,1,Aston Villa,0.6,1,0,76.64,73.36,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,,,,,,,,,
247,23,Sat,18/01/2020,15:00,West Ham,1.3,1,Everton,1.7,1,0,80.5,78.14,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
248,23,Sat,18/01/2020,17:30,Newcastle Utd,0.6,1,Chelsea,2.4,0,1,76.45,78.93,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
249,23,Sun,19/01/2020,14:00,Burnley,1.4,2,Leicester City,2.5,1,1,78.43,83.93,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
250,23,Sun,19/01/2020,16:30,Liverpool,1.9,2,Manchester Utd,1.3,0,1,79.21,76.43,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
252,24,Tue,21/01/2020,19:30,Crystal Palace,0.6,0,Southampton,1.1,2,-1,75.0,75.79,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
