Game ID,Wk,Day,Date,Time,Home,xG Home,G Home,Away,xG Away,G Away,Score,Home Avg Players Score,Away Avg Players Score,Prev_Rk_Home,Prev_MP_Home,Prev_W_Home,Prev_D_Home,Prev_L_Home,Prev_GF_Home,Prev_GA_Home,Prev_Pts_Home,Prev_Pts/MP_Home,Prev_Rk_Away,Prev_MP_Away,Prev_W_Away,Prev_D_Away,Prev_L_Away,Prev_GF_Away,Prev_GA_Away,Prev_Pts_Away,Prev_Pts/MP_Away
383,35,Sun,12/07/2020,16:30,Tottenham,2.0,2,Arsenal,0.6,1,1,79.93,76.5,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
384,35,Sun,12/07/2020,19:00,Bournemouth,2.5,4,Leicester City,1.5,1,1,76.07,73.21,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
385,35,Mon,13/07/2020,20:00,Manchester Utd,1.5,2,Southampton,1.6,2,0,78.14,75.38,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
387,36,Tue,14/07/2020,20:15,Chelsea,2.5,1,Norwich City,0.1,0,1,83.64,78.36,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,,,,,,,,,
388,36,Wed,15/07/2020,18:00,Newcastle Utd,1.1,1,Tottenham,1.5,3,-1,76.0,83.23,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
389,36,Wed,15/07/2020,18:00,Burnley,1.9,1,Wolves,1.2,1,0,84.36,80.14,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
390,36,Wed,15/07/2020,18:00,Manchester City,0.7,2,Bournemouth,1.6,1,1,78.0,78.86,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
391,36,Wed,15/07/2020,20:15,Arsenal,0.8,2,Liverpool,2.1,1,1,77.29,79.79,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
392,36,Thu,16/07/2020,18:00,Leicester City,2.6,2,Sheffield Utd,0.7,0,1,80.0,76.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,,,,,,,,,
393,36,Thu,16/07/2020,18:00,Everton,0.9,1,Aston Villa,1.3,1,0,77.57,75.0,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,,,,,,,,,
394,36,Thu,16/07/2020,20:15,Crystal Palace,0.6,0,Manchester Utd,2.2,2,-1,75.21,83.29,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
395,36,Thu,16/07/2020,20:15,Southampton,2.5,1,Brighton,0.7,1,0,80.29,75.17,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
396,36,Fri,17/07/2020,20:00,West Ham,0.9,3,Watford,1.5,1,1,75.46,76.07,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
398,37,Sat,18/07/2020,17:30,Norwich City,0.3,0,Burnley,1.8,2,-1,81.36,75.79,,,,,,,,,,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
399,37,Sun,19/07/2020,14:00,Bournemouth,0.5,0,Southampton,2.5,2,-1,79.14,78.71,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
400,37,Sun,19/07/2020,16:00,Tottenham,0.8,3,Leicester City,1.7,0,1,80.07,80.71,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
401,37,Mon,20/07/2020,18:00,Brighton,0.8,0,Newcastle Utd,0.9,0,0,72.93,83.07,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18
402,37,Mon,20/07/2020,18:00,Sheffield Utd,0.5,0,Everton,0.4,1,-1,75.86,75.14,,,,,,,,,,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
403,37,Mon,20/07/2020,20:15,Wolves,1.5,2,Crystal Palace,0.4,0,1,79.85,79.64,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
404,37,Tue,21/07/2020,18:00,Watford,0.1,0,Manchester City,3.3,4,-1,75.86,75.92,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
405,37,Tue,21/07/2020,20:15,Aston Villa,0.6,1,Arsenal,0.6,0,1,74.71,73.36,,,,,,,,,,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
406,37,Wed,22/07/2020,18:00,Manchester Utd,0.6,1,West Ham,1.5,1,0,74.71,76.36,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37
407,37,Wed,22/07/2020,20:15,Liverpool,1.7,5,Chelsea,2.4,3,1,75.21,83.43,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
409,38,Sun,26/07/2020,16:00,Everton,1.7,1,Bournemouth,1.5,3,-1,80.93,82.71,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
410,38,Sun,26/07/2020,16:00,Leicester City,0.8,0,Manchester Utd,1.3,2,-1,73.47,81.07,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
411,38,Sun,26/07/2020,16:00,Southampton,1.7,3,Sheffield Utd,1.4,1,1,81.81,75.13,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,,,,,,,,,
412,38,Sun,26/07/2020,16:00,Arsenal,2.3,3,Watford,3.7,2,1,76.79,81.5,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
413,38,Sun,26/07/2020,16:00,Crystal Palace,0.8,1,Tottenham,0.3,1,0,72.8,75.75,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
414,38,Sun,26/07/2020,16:00,Manchester City,3.2,5,Norwich City,1.0,0,1,74.69,71.47,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,,,,,,,,,
415,38,Sun,26/07/2020,16:00,Chelsea,1.4,2,Wolves,0.2,0,1,82.0,74.69,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
416,38,Sun,26/07/2020,16:00,West Ham,0.9,1,Aston Villa,1.0,1,0,81.62,74.5,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,,,,,,,,,
417,38,Sun,26/07/2020,16:00,Newcastle Utd,0.1,1,Liverpool,0.6,3,-1,74.27,76.0,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
418,38,Sun,26/07/2020,16:00,Burnley,1.7,1,Brighton,1.2,2,-1,83.07,69.44,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
